Plot ID,S. no,Species,Leaf wet mass,Above ground mass,Stem mass,Root mass,Stem length,Root length,Root % lost,Species ID,Comments 02,Comments 01
DG20,S3(5),S3,0.65,4.77,2.75,1.03,26.8,17.8 + 5.2,,Psy,,Branched root.
DG20,S3(6),S3,0.51,2.68,0.93,0.44,12.6,9.2 + 2.2,,Psy,,
DG20,S3(7),S3,0.14,1.17,0.52,0.27,9.8,8.6,,Psy,,
DG21,S1(1),S1,0.21,1.71,0.54,0.49,13.8 + 3.2,12.4,,Syz,"Galaxy J6: 20210209_173336, 20210209_173406, 20210209_173423",Syzygium sp?
DG21,S1(2),S1,0.22,1.69,0.59,0.22,20,2.4,,Syz,,~ 20 % root lost while sampling.
DG21,S1(3),S1,NA,1.66,0.64,1.5,18.4 + 9.6,17.2,,Syz,,Dried; leaves not scanned.
DG21,S1(4),S1,0.13,0.86,0.24,0.23,15.2,11.6,,Syz,,
DG21,S1(5),S1,0.18,2.49,1.08,0.52,23.4 + 9.4 + 4.4 ,16,,Syz,,Branched stem.
EXTRA2,S1 (1),S1,1.17,9.38,5.74,4.7,35,17.4,,SymRac,,
EXTRA2,S1 (2),S1,0.28,6.93,4.85,2.08,30,11,,SymRac,,
EXTRA2,S1 (3),S1,0.07,0.4,0.21,0.06,11.3,6.2,,SymRac,,
EXTRA2,S1 (4),S1,0.28,1.48,0.63,0.56,13.1,10.9,,SymRac,,
EXTRA2,S1 (5),S1,0.07,0.85,0.6,0.52,21.1,8.1,,SymRac,,
EXTRA2,S1 (6),S1,0.03,0.07,0.08,0.05,7.6,2,,SymRac,,
EXTRA2,S1 (7),S1,1.19,5.21,2.13,4.17,25,26,,SymRac,,
EXTRA2,S1 (8),S1,0.24,0.82,0.34,0.58,11.1,14,,SymRac,,
EXTRA2,S2,S2,0.4,3.89,2,1.04,21,7,,Syz,,
EXTRA2,S3,S3,0.37,3.09,2.37,3,21.6,24.4,,,,
EXTRA2,S4,S4,0.47,5.94,5.22,2.88,35.1,10.6,,,,
EXTRA2,S5,S5,0.15,0.26,0.11,0.13,9.1,9,,,,
EXTRA2,S6,S6,0.1,0.6,0.4,0.34,15.5,11.6,,,,
KDM1,S1 (2),S1,1.78,5.04,1.81,1.43,18.2,11.1,,PsyNig,,
KDM1,S2,S2,0.27,1.59,0.82,0.46,20.6,8.4,,,,
KDM4,S1,S1,0.07,0.48,0.3,0.09,9.8,6,,,,
